categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['cheering', 'pokemon']","When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",1,1,1,9.3,56.0,5972,243,"['cheering', 'plus', 'plusle']",Plusle,https://scrapeme.live/shop/Plusle/
"['clay doll', 'pokemon']","Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",4,4,4,238.1,197.0,3698,128,"['clay doll', 'claydol', 'levitate']",Claydol,https://scrapeme.live/shop/Claydol/
"['clay doll', 'pokemon']","As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",1,1,1,47.4,167.0,8305,159,"['baltoy', 'clay doll', 'levitate']",Baltoy,https://scrapeme.live/shop/Baltoy/
"['pokemon', 'rogue']","Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",3,3,3,72.3,173.0,3652,21,"['crawdaunt', 'rogue', 'shell armor']",Crawdaunt,https://scrapeme.live/shop/Crawdaunt/
"['pokemon', 'ruffian']",Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,2,2,2,25.4,178.0,8905,62,"['corphish', 'ruffian', 'shell armor']",Corphish,https://scrapeme.live/shop/Corphish/
"['pokemon', 'whiskers']","If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",2,2,2,52.0,179.0,6220,266,"['oblivious', 'whiscash', 'whiskers']",Whiscash,https://scrapeme.live/shop/Whiscash/
"['meteorite', 'pokemon']",Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,3,3,3,339.5,57.0,5510,91,"['levitate', 'meteorite', 'solrock']",Solrock,https://scrapeme.live/shop/Solrock/
"['meteorite', 'pokemon']","Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",3,3,3,370.4,177.0,5917,91,"['levitate', 'lunatone', 'meteorite']",Lunatone,https://scrapeme.live/shop/Lunatone/
"['fang snake', 'pokemon']",Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,8,8,8,115.7,107.0,9903,300,"['fang snake', 'seviper', 'shed skin']",Seviper,https://scrapeme.live/shop/Seviper/
"['humming', 'pokemon']",Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,3,3,3,45.4,104.0,9924,136,"['altaria', 'humming', 'natural cure']",Altaria,https://scrapeme.live/shop/Altaria/
"['cotton bird', 'pokemon']","Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",1,1,1,2.6,121.0,3915,169,"['cotton bird', 'natural cure', 'swablu']",Swablu,https://scrapeme.live/shop/Swablu/
"['pokemon', 'scarecrow']","If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",4,4,4,170.6,31.0,8491,204,"['cacturne', 'sand veil', 'scarecrow']",Cacturne,https://scrapeme.live/shop/Cacturne/
"['cactus', 'pokemon']","The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",1,1,1,113.1,105.0,5000,31,"['cacnea', 'cactus', 'sand veil']",Cacnea,https://scrapeme.live/shop/Cacnea/
"['mystic', 'pokemon']","Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",6,6,6,180.8,174.0,4103,42,"['flygon', 'levitate', 'mystic']",Flygon,https://scrapeme.live/shop/Flygon/
"['ant pit', 'pokemon']",Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,2,2,2,33.1,116.0,4740,269,"['ant pit', 'arena trap', 'trapinch']",Trapinch,https://scrapeme.live/shop/Trapinch/
"['pokemon', 'vibration']","Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",3,3,3,33.7,200.0,9249,218,"['levitate', 'vibration', 'vibrava']",Vibrava,https://scrapeme.live/shop/Vibrava/
"['pokemon', 'spot panda']",No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,3,3,3,11.0,149.0,7350,156,"['spinda', 'spot panda', 'tangled feet']",Spinda,https://scrapeme.live/shop/Spinda/
"['bright', 'pokemon']","Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",2,2,2,30.9,168.0,9836,155,"['bright', 'shadow tag', 'wynaut']",Wynaut,https://scrapeme.live/shop/Wynaut/
"['disaster', 'pokemon']","Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",3,3,3,103.6,134.0,3431,59,"['absol', 'disaster', 'pressure']",Absol,https://scrapeme.live/shop/Absol/
"['pokemon', 'wind chime']","In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",2,2,2,2.2,51.0,6688,43,"['chimecho', 'levitate', 'wind chime']",Chimecho,https://scrapeme.live/shop/Chimecho/
"['fruit', 'pokemon']",Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,6,6,6,220.5,196.0,7266,66,"['chlorophyll', 'fruit', 'tropius']",Tropius,https://scrapeme.live/shop/Tropius/
"['beckon', 'pokemon']","Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",5,5,5,67.5,39.0,4994,82,"['beckon', 'dusclops', 'pressure']",Dusclops,https://scrapeme.live/shop/Dusclops/
"['pokemon', 'requiem']",Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,2,2,2,33.1,139.0,6627,75,"['duskull', 'levitate', 'requiem']",Duskull,https://scrapeme.live/shop/Duskull/
"['marionette', 'pokemon']","A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",3,3,3,27.6,104.0,6213,233,"['banette', 'insomnia', 'marionette']",Banette,https://scrapeme.live/shop/Banette/
"['pokemon', 'puppet']","Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",2,2,2,5.1,174.0,7348,138,"['insomnia', 'puppet', 'shuppet']",Shuppet,https://scrapeme.live/shop/Shuppet/
"['color swap', 'pokemon']","Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",3,3,3,48.5,100.0,2351,53,"['color change', 'color swap', 'kecleon']",Kecleon,https://scrapeme.live/shop/Kecleon/
"['pokemon', 'weather']","Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",1,1,1,1.8,119.0,9535,131,"['castform', 'forecast', 'weather']",Castform,https://scrapeme.live/shop/Castform/
"['pokemon', 'tender']","Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",20,20,20,357.1,152.0,4867,79,"['marvel scale', 'milotic', 'tender']",Milotic,https://scrapeme.live/shop/Milotic/
"['fish', 'pokemon']","While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",2,2,2,16.3,194.0,6505,146,"['feebas', 'fish', 'oblivious']",Feebas,https://scrapeme.live/shop/Feebas/
"['plate', 'pokemon']","Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",4,4,4,150.4,42.0,3328,78,"['armaldo', 'battle armor', 'plate']",Armaldo,https://scrapeme.live/shop/Armaldo/
"['old shrimp', 'pokemon']","Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",2,2,2,27.6,64.0,2511,222,"['anorith', 'battle armor', 'old shrimp']",Anorith,https://scrapeme.live/shop/Anorith/
"['barnacle', 'pokemon']","Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",4,4,4,133.2,154.0,5809,183,"['barnacle', 'cradily', 'suction cups']",Cradily,https://scrapeme.live/shop/Cradily/
"['pokemon', 'sea lily']","Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",3,3,3,52.5,87.0,2965,268,"['lileep', 'sea lily', 'suction cups']",Lileep,https://scrapeme.live/shop/Lileep/
"['iron leg', 'pokemon']","Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",5,5,5,1212.5,170.0,8825,177,"['clear body', 'iron leg', 'metagross']",Metagross,https://scrapeme.live/shop/Metagross/
"['iron claw', 'pokemon']","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",3,3,3,446.4,78.0,6906,227,"['clear body', 'iron claw', 'metang']",Metang,https://scrapeme.live/shop/Metang/
"['iron ball', 'pokemon']","Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",2,2,2,209.9,122.0,3484,93,"['beldum', 'clear body', 'iron ball']",Beldum,https://scrapeme.live/shop/Beldum/
"['dragon', 'pokemon']","By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",4,4,4,226.2,62.0,7686,242,"['dragon', 'intimidate', 'salamence']",Salamence,https://scrapeme.live/shop/Salamence/
"['endurance', 'pokemon']","Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",3,3,3,243.6,56.0,1384,76,"['endurance', 'rock head', 'shelgon']",Shelgon,https://scrapeme.live/shop/Shelgon/
"['pokemon', 'rock head']","Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",2,2,2,92.8,34.0,3372,232,"['bagon', 'rock head']",Bagon,https://scrapeme.live/shop/Bagon/
"['pokemon', 'rendezvous']",Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,2,2,2,19.2,44.0,4868,190,"['luvdisc', 'rendezvous', 'swift swim']",Luvdisc,https://scrapeme.live/shop/Luvdisc/
"['longevity', 'pokemon']",Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,3,3,3,51.6,157.0,7988,14,"['longevity', 'relicanth', 'rock head']",Relicanth,https://scrapeme.live/shop/Relicanth/
"['pokemon', 'south sea']","Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",5,5,5,49.8,150.0,9428,165,"['gorebyss', 'south sea', 'swift swim']",Gorebyss,https://scrapeme.live/shop/Gorebyss/
"['deep sea', 'pokemon']","Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",5,5,5,59.5,52.0,2805,54,"['deep sea', 'huntail', 'swift swim']",Huntail,https://scrapeme.live/shop/Huntail/
"['bivalve', 'pokemon']","Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",1,1,1,115.7,48.0,2967,139,"['bivalve', 'clamperl', 'shell armor']",Clamperl,https://scrapeme.live/shop/Clamperl/
"['ice break', 'pokemon']","Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",4,4,4,332.0,27.0,1600,226,"['ice break', 'thick fat', 'walrein']",Walrein,https://scrapeme.live/shop/Walrein/
"['ball roll', 'pokemon']","Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",3,3,3,193.1,160.0,4231,171,"['ball roll', 'sealeo', 'thick fat']",Sealeo,https://scrapeme.live/shop/Sealeo/
"['clap', 'pokemon']","Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",2,2,2,87.1,193.0,7748,170,"['clap', 'spheal', 'thick fat']",Spheal,https://scrapeme.live/shop/Spheal/
"['face', 'pokemon']","Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",4,4,4,565.5,178.0,8582,14,"['face', 'glalie', 'inner focus']",Glalie,https://scrapeme.live/shop/Glalie/
"['pokemon', 'snow hat']",Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,2,2,2,37.0,82.0,1099,80,"['inner focus', 'snorunt', 'snow hat']",Snorunt,https://scrapeme.live/shop/Snorunt/
"['eon', 'pokemon']",Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,6,6,6,132.3,166.0,7850,197,"['eon', 'latios', 'levitate']",Latios,https://scrapeme.live/shop/Latios/
"['penguin', 'pokemon']",It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,2,2,2,50.7,177.0,5785,52,"['penguin', 'prinplup', 'torrent']",Prinplup,https://scrapeme.live/shop/Prinplup/
"['flame', 'pokemon']",It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,3,3,3,121.3,165.0,3225,82,"['blaze', 'flame', 'infernape']",Infernape,https://scrapeme.live/shop/Infernape/
"['playful', 'pokemon']",It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,2,2,2,48.5,68.0,8413,299,"['blaze', 'monferno', 'playful']",Monferno,https://scrapeme.live/shop/Monferno/
"['chimp', 'pokemon']",The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,1,1,1,13.7,143.0,5021,242,"['blaze', 'chimchar', 'chimp']",Chimchar,https://scrapeme.live/shop/Chimchar/
"['continent', 'pokemon']",Small Pokémon occasionally gather on its unmoving back to begin building their nests.,7,7,7,683.4,87.0,8373,146,"['continent', 'overgrow', 'torterra']",Torterra,https://scrapeme.live/shop/Torterra/
"['grove', 'pokemon']",It knows where pure water wells up. It carries fellow Pokémon there on its back.,3,3,3,213.8,154.0,7359,187,"['grotle', 'grove', 'overgrow']",Grotle,https://scrapeme.live/shop/Grotle/
"['pokemon', 'tiny leaf']","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",1,1,1,22.5,101.0,8788,254,"['overgrow', 'tiny leaf', 'turtwig']",Turtwig,https://scrapeme.live/shop/Turtwig/
"['pokemon', 'wish']",Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,1,1,1,2.4,111.0,7952,294,"['jirachi', 'serene grace', 'wish']",Jirachi,https://scrapeme.live/shop/Jirachi/
"['pokemon', 'sky high']","It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",23,23,23,455.2,97.0,5410,31,"['air lock', 'rayquaza', 'sky high']",Rayquaza,https://scrapeme.live/shop/Rayquaza/
"['continent', 'pokemon']","Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",11,11,11,2094.4,124.0,6626,138,"['continent', 'drought', 'groudon']",Groudon,https://scrapeme.live/shop/Groudon/
"['pokemon', 'sea basin']","Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",14,14,14,776.0,27.0,5206,136,"['drizzle', 'kyogre', 'sea basin']",Kyogre,https://scrapeme.live/shop/Kyogre/
"['eon', 'pokemon']",Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,4,4,4,88.2,126.0,5077,245,"['eon', 'latias', 'levitate']",Latias,https://scrapeme.live/shop/Latias/
"['iron', 'pokemon']",Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,6,6,6,451.9,196.0,6723,67,"['clear body', 'iron', 'registeel']",Registeel,https://scrapeme.live/shop/Registeel/
"['iceberg', 'pokemon']","Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",5,5,5,385.8,165.0,2261,107,"['clear body', 'iceberg', 'regice']",Regice,https://scrapeme.live/shop/Regice/
"['pokemon', 'rock peak']","Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",5,5,5,507.1,66.0,5687,65,"['clear body', 'regirock', 'rock peak']",Regirock,https://scrapeme.live/shop/Regirock/
"['beaver', 'pokemon']",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,3,3,3,69.4,114.0,6844,156,"['beaver', 'bibarel', 'simple']",Bibarel,https://scrapeme.live/shop/Bibarel/
"['plump mouse', 'pokemon']",It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,1,1,1,44.1,128.0,1171,264,"['bidoof', 'plump mouse', 'simple']",Bidoof,https://scrapeme.live/shop/Bidoof/
"['pokemon', 'shield']",It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,1,1,1,125.7,42.0,9942,284,"['shield', 'shieldon', 'sturdy']",Shieldon,https://scrapeme.live/shop/Shieldon/
"['head butt', 'pokemon']",Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,5,5,5,226.0,196.0,3536,91,"['head butt', 'mold breaker', 'rampardos']",Rampardos,https://scrapeme.live/shop/Rampardos/
"['head butt', 'pokemon']","A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",2,2,2,69.4,47.0,8627,98,"['cranidos', 'head butt', 'mold breaker']",Cranidos,https://scrapeme.live/shop/Cranidos/
"['bouquet', 'pokemon']","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",2,2,2,32.0,155.0,7696,116,"['bouquet', 'poison point', 'roserade']",Roserade,https://scrapeme.live/shop/Roserade/
"['bud', 'pokemon']","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",,,,2.6,171.0,3438,62,"['bud', 'budew', 'poison point']",Budew,https://scrapeme.live/shop/Budew/
"['gleam eyes', 'pokemon']",Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,4,4,4,92.6,43.0,4317,227,"['gleam eyes', 'intimidate', 'luxray']",Luxray,https://scrapeme.live/shop/Luxray/
"['pokemon', 'spark']",Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,2,2,2,67.2,168.0,9734,222,"['intimidate', 'luxio', 'spark']",Luxio,https://scrapeme.live/shop/Luxio/
"['flash', 'pokemon']",All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,1,1,1,20.9,149.0,1507,295,"['flash', 'intimidate', 'shinx']",Shinx,https://scrapeme.live/shop/Shinx/
"['cricket', 'pokemon']",It signals its emotions with its melodies. Scientists are studying these melodic patterns.,3,3,3,56.2,53.0,8726,186,"['cricket', 'kricketune', 'swarm']",Kricketune,https://scrapeme.live/shop/Kricketune/
"['cricket', 'pokemon']","When its antennae hit each other, it sounds like the music of a xylophone.",1,1,1,4.9,94.0,9812,137,"['cricket', 'kricketot', 'shed skin']",Kricketot,https://scrapeme.live/shop/Kricketot/
"['pokemon', 'predator']","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",3,3,3,54.9,42.0,9866,131,"['intimidate', 'predator', 'staraptor']",Staraptor,https://scrapeme.live/shop/Staraptor/
"['pokemon', 'starling']",It lives in forests and fields. Squabbles over territory occur when flocks collide.,2,2,2,34.2,158.0,1799,263,"['intimidate', 'staravia', 'starling']",Staravia,https://scrapeme.live/shop/Staravia/
"['pokemon', 'starling']","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",1,1,1,4.4,59.0,3055,110,"['keen eye', 'starling', 'starly']",Starly,https://scrapeme.live/shop/Starly/
"['emperor', 'pokemon']",The three horns that extend from its beak attest to its power. The leader has the biggest horns.,5,5,5,186.3,42.0,2449,232,"['emperor', 'empoleon', 'torrent']",Empoleon,https://scrapeme.live/shop/Empoleon/
"['pokemon', 'tiny bee']","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",1,1,1,12.1,111.0,7856,254,"['combee', 'honey gather', 'tiny bee']",Combee,https://scrapeme.live/shop/Combee/
"['moth', 'pokemon']",It flutters around at night and steals honey from the Combee hive.,2,2,2,51.4,177.0,2443,151,"['moth', 'mothim', 'swarm']",Mothim,https://scrapeme.live/shop/Mothim/
"['blimp', 'pokemon']","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",3,3,3,33.1,36.0,9301,233,"['aftermath', 'blimp', 'drifblim']",Drifblim,https://scrapeme.live/shop/Drifblim/
"['pokemon', 'rabbit']","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",1,1,1,12.1,180.0,6054,204,"['buneary', 'rabbit', 'run away']",Buneary,https://scrapeme.live/shop/Buneary/
"['balloon', 'pokemon']",These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,1,1,1,2.6,70.0,6748,84,"['aftermath', 'balloon', 'drifloon']",Drifloon,https://scrapeme.live/shop/Drifloon/
"['pokemon', 'sea slug']",It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,2,2,2,65.9,148.0,8490,119,"['gastrodon', 'sea slug', 'sticky hold']",Gastrodon,https://scrapeme.live/shop/Gastrodon/
"['long tail', 'pokemon']","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",3,3,3,44.8,36.0,9199,247,"['ambipom', 'long tail', 'pickup']",Ambipom,https://scrapeme.live/shop/Ambipom/
"['pokemon', 'sea slug']","Its shape and coloration vary, depending on its habitat.",1,1,1,13.9,163.0,4538,149,"['sea slug', 'shellos', 'sticky hold']",Shellos,https://scrapeme.live/shop/Shellos/
"['blossom', 'pokemon']","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",1,1,1,20.5,161.0,2914,143,"['blossom', 'cherrim', 'flower gift']",Cherrim,https://scrapeme.live/shop/Cherrim/
"['cherry', 'pokemon']",It evolves by sucking the energy out of the small ball where it had been storing nutrients.,1,1,1,7.3,101.0,5681,127,"['cherry', 'cherubi', 'chlorophyll']",Cherubi,https://scrapeme.live/shop/Cherubi/
"['pokemon', 'sea weasel']",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,3,3,3,73.9,40.0,4591,116,"['floatzel', 'sea weasel', 'swift swim']",Floatzel,https://scrapeme.live/shop/Floatzel/
"['pokemon', 'sea weasel']",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,2,2,2,65.0,55.0,9044,62,"['buizel', 'sea weasel', 'swift swim']",Buizel,https://scrapeme.live/shop/Buizel/
"['elesquirrel', 'pokemon']",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,1,1,1,8.6,151.0,2264,86,"['elesquirrel', 'pachirisu', 'run away']",Pachirisu,https://scrapeme.live/shop/Pachirisu/
"['beehive', 'pokemon']",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,3,3,3,84.9,104.0,1078,123,"['beehive', 'pressure', 'vespiquen']",Vespiquen,https://scrapeme.live/shop/Vespiquen/
"['bagworm', 'pokemon']","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",,,,7.5,91.0,6129,266,"['bagworm', 'burmy', 'shed skin']",Burmy,https://scrapeme.live/shop/Burmy/
"['pokemon', 'shield']",Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4,4,4,329.6,191.0,6537,14,"['bastiodon', 'shield', 'sturdy']",Bastiodon,https://scrapeme.live/shop/Bastiodon/
"['pokemon', 'skunk']",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,1,1,1,42.3,106.0,7336,12,"['skunk', 'stench', 'stunky']",Stunky,https://scrapeme.live/shop/Stunky/
"['pokemon', 'tiger cat']","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",3,3,3,96.6,128.0,6724,158,"['own tempo', 'purugly', 'tiger cat']",Purugly,https://scrapeme.live/shop/Purugly/
"['catty', 'pokemon']","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",1,1,1,8.6,39.0,5014,96,"['catty', 'glameow', 'limber']",Glameow,https://scrapeme.live/shop/Glameow/
"['big boss', 'pokemon']","Becoming active at night, it is known to swarm with numerous Murkrow in tow.",2,2,2,60.2,47.0,7873,56,"['big boss', 'honchkrow', 'insomnia']",Honchkrow,https://scrapeme.live/shop/Honchkrow/
"['mach', 'pokemon']",It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,6,6,6,209.4,62.0,8222,65,"['garchomp', 'mach', 'sand veil']",Garchomp,https://scrapeme.live/shop/Garchomp/
"['cave', 'pokemon']","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",4,4,4,123.5,154.0,4593,128,"['cave', 'gabite', 'sand veil']",Gabite,https://scrapeme.live/shop/Gabite/
"['land shark', 'pokemon']","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",2,2,2,45.2,194.0,6182,178,"['gible', 'land shark', 'sand veil']",Gible,https://scrapeme.live/shop/Gible/
"['forbidden', 'pokemon']",It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,3,3,3,238.1,165.0,7680,51,"['forbidden', 'pressure', 'spiritomb']",Spiritomb,https://scrapeme.live/shop/Spiritomb/
"['music note', 'pokemon']","It can learn and speak human words. If they gather, they all learn the same saying.",1,1,1,4.2,78.0,1336,261,"['chatot', 'keen eye', 'music note']",Chatot,https://scrapeme.live/shop/Chatot/
"['playhouse', 'pokemon']","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",2,2,2,53.8,67.0,4766,270,"['happiny', 'natural cure', 'playhouse']",Happiny,https://scrapeme.live/shop/Happiny/
"['mime', 'pokemon']","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",2,2,2,28.7,170.0,3409,188,"['mime', 'mime-jr', 'soundproof']",Mime-jr,https://scrapeme.live/shop/Mime-jr/
"['bonsai', 'pokemon']",It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,1,1,1,33.1,106.0,2897,273,"['bonsai', 'bonsly', 'rock head']",Bonsly,https://scrapeme.live/shop/Bonsly/
